what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416299119535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416299120735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299124976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299140423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299148937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299156957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299156987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299157948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416299169650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416299172201
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176075
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176626
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299176971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299177206
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299177406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299177606
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299177820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299178045
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299178288
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299178501
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416299178739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1416299179455
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1416299179681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1416299179943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416299180516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416299186853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300002065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416300005653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300009952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300020632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300020667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300022061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300038087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300206352
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416300212501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300215482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300245090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300245127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300245127
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416300246113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300248791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300249563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416300249605
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416300253290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300255629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300284294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300284333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300284333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1416300292139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300297277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300325067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300325102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416300325102
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416300326410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300327759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300454759
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416300457830
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416300469283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416300469338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1416300470721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416300487229
