what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416306597329
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1416306620526
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306634084
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306637360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306638028
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306639627
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306640110
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306640578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306641294
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306641492
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306641688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306642460
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306642765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1416306643269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1416306661214
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416306663067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416306669898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416306683552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416306683591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416306683591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416306684612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416306686814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307375871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307375914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307377047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416307385376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307387856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307776523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307778805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416307785347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309267043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309349897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309353022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309384684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309384737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309385848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416309395633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309398144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309518048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309520179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309521560
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416309521589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1416309521589
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1416309523449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1416309523593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416309525323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416309525509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416309525764
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416309527159
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1416309527638
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1416309529980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416309530410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416309531489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1416309534521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416309534930
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1416309535573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416309547759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309548563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309548688
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416309548704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1416309548704
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416309552550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309555481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309568522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416309568558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416309568559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309570621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309595563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309596370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309597399
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416309597473
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1416309606849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309625804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309673698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416309678579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416309682422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310002446
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416310004502
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416310007281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310018947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310020181
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416310020254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310040666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310042415
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416310047107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1416310048203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416310048799
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416310049766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1416310050837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416310051322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416310052155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416310053440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416310077975
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1416310084566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310088838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310131034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310131074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310132397
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1416310156284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310161957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416310176073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416310176109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1416310176109
